"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m90481112352","2020-04-15","","2020-04-21","Shakti Gawain Visualization Cards","Completed","Mississippi","California","10.00","4.99","0.00","1.00","0.00","0.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00"
"m66382949450","2020-04-17","","2020-04-21","NARS 4-Pc Four Play Mini Makeup Set","Completed","California","California","16.00","4.60","0.00","1.60","0.00","0.00","0.00","14.40","1.24","0.00","0.00","0.00","0.00"
"m23431821418","2020-04-20","","2020-04-23","Giorgio Armani Power Fabric Foundation","Completed","Ohio","California","50.00","0.00","4.25","5.00","0.00","0.00","0.00","40.75","3.75","0.00","0.00","0.00","0.00"
"m35294601367","2020-04-24","","2020-04-29","AMERICAN EAGLE Stretch Jean Jeggings","Completed","California","California","12.00","9.99","0.00","1.20","0.00","0.00","0.00","10.80","0.99","0.00","0.00","0.00","0.00"
"m32835268379","2020-04-25","","2020-04-29","Alterna Haircare Bamboo Kendi Oil","Completed","Washington","California","15.00","4.25","0.00","1.50","0.00","0.00","0.00","13.50","1.67","0.00","0.00","0.00","0.00"
"m75693756567","2020-04-21","","2020-04-29","Schwinn Extra Soft Gel Wide Bike Seat","Completed","Illinois","California","28.00","9.99","0.00","2.80","0.00","0.00","0.00","25.20","2.37","0.00","0.00","0.00","0.00"
"m61508806851","2020-04-25","","2020-05-01","Vintage Ted Baker Cosmetic Bag","Completed","Washington","California","14.00","4.99","0.00","1.40","0.00","0.00","0.00","12.60","1.97","0.00","0.00","0.00","0.00"
"m66237583466","2020-04-27","","2020-05-02","ANTHROPOLOGIE Lollia Wish Handcream","Completed","Pennsylvania","California","21.00","0.00","4.60","2.10","0.00","0.00","0.00","14.30","1.68","0.00","0.00","0.00","0.00"
"m28776302545","2020-04-20","","2020-05-02","Michael Kors Crossbody Purse  Belt L","Completed","Delaware","California","21.00","4.60","0.00","2.10","0.00","0.00","0.00","18.90","0.00","0.00","0.00","0.00","0.00"
"m88851718192","2020-04-23","","2020-05-02","Saranghae 5-pc Skincare Set","Completed","Iowa","California","135.00","9.99","0.00","13.50","0.00","0.00","0.00","121.50","9.45","0.00","0.00","0.00","0.00"
"m13995906428","2020-05-01","","2020-05-06","TARTE Swamp Queen Palette NIB","Completed","Texas","California","35.00","4.99","0.00","3.50","0.00","0.00","0.00","31.50","3.30","0.00","0.00","0.00","0.00"
"m63865468618","2020-05-01","","2020-05-07","Jo Malone Wood Sage and Salt Spray","Completed","California","California","24.00","0.00","4.60","2.40","0.00","0.00","0.00","17.00","2.16","0.00","0.00","0.00","0.00"
"m96900125607","2020-05-05","","2020-05-10","SARANGHAE Deep Radiance Serum","Completed","Michigan","California","40.00","4.25","0.00","4.00","0.00","0.00","0.00","36.00","2.66","0.00","0.00","0.00","0.00"
"m38169316168","2020-05-09","","2020-05-11","Kate Spade Lg Bi-Fold Floral Wallet New","Completed","North Carolina","California","70.00","4.60","0.00","7.00","0.00","0.00","0.00","63.00","5.04","0.00","0.00","0.00","0.00"
"m86594124248","2020-05-07","","2020-05-11","Tarte Color Wheel Blush Palette","Completed","Utah","California","17.00","4.60","0.00","1.70","0.00","0.00","0.00","15.30","1.23","0.00","0.00","0.00","0.00"
"m22373264748","2020-05-08","","2020-05-12","NARSissist Wanted II Cheek Palette","Completed","Kentucky","California","20.00","4.60","0.00","2.00","0.00","0.00","0.00","18.00","1.48","0.00","0.00","0.00","0.00"
"m42807791989","2020-05-09","","2020-05-12","VERSACE Dylan Blue Eau de Parfum Spray","Completed","North Carolina","California","18.00","0.00","3.49","1.80","0.00","0.00","0.00","12.71","1.31","0.00","0.00","0.00","0.00"
"m72865452134","2020-05-03","","2020-05-13","LEVI'S Men's 510 Super Skinny 31x30","Completed","North Carolina","California","25.00","9.99","0.00","2.50","0.00","0.00","0.00","22.50","2.54","0.00","0.00","0.00","0.00"
"m42297865782","2020-05-10","","2020-05-14","Kat Von D Lolita Eye Shadow Palette","Completed","Georgia","California","21.00","0.00","4.60","2.10","0.00","0.00","0.00","14.30","1.26","0.00","0.00","0.00","0.00"
"m29396944323","2020-05-01","","2020-05-14","Saranghae Complete 5-pc Skincare Set","Completed","Michigan","California","139.00","9.99","0.00","13.90","0.00","0.00","0.00","125.10","8.94","0.00","0.00","0.00","0.00"
"m85654894171","2020-05-13","","2020-05-15","Tarte Double Duty Shape Tape Foundation","Completed","Missouri","California","12.00","4.60","0.00","1.20","0.00","0.00","0.00","10.80","0.00","0.00","0.00","0.00","0.00"
"m29478874260","2020-05-11","","2020-05-15","Saranghae  Masks, Spa Band, Towel Lot","Completed","New Jersey","California","15.00","4.60","0.00","1.50","0.00","0.00","0.00","13.50","1.30","0.00","0.00","0.00","0.00"
"m95215920652","2020-05-11","","2020-05-16","Tarte Blush Bliss Palette","Completed","California","California","20.00","4.60","0.00","2.00","0.00","0.00","0.00","18.00","1.90","0.00","0.00","0.00","0.00"
"m17816428349","2020-05-12","","2020-05-16","Tarte Bundle","Completed","Maryland","California","40.00","4.99","0.00","4.00","0.00","0.00","0.00","36.00","2.40","0.00","0.00","0.00","0.00"
"m99183896856","2020-05-10","","2020-05-16","AMERICAN EAGLE Stretch Jean Jeggings","Completed","Idaho","California","14.00","4.99","0.00","1.40","0.00","0.00","0.00","12.60","0.84","0.00","0.00","0.00","0.00"
"m36192525526","2020-05-10","","2020-05-16","Madison Reed Hair Color Kit Lt Brown","Completed","California","California","19.00","4.99","0.00","1.90","0.00","0.00","0.00","17.10","1.95","0.00","0.00","0.00","0.00"
"m38356959035","2020-05-11","","2020-05-18","Coach Plum Floral TaylorTote","Completed","Michigan","California","60.00","9.99","0.00","6.00","0.00","0.00","0.00","54.00","4.20","0.00","0.00","0.00","0.00"
"m67041986900","2020-05-11","","2020-05-18","Estée Lauder makeup Kit With Bag","Completed","Pennsylvania","California","80.00","9.99","0.00","8.00","0.00","0.00","0.00","72.00","5.40","0.00","0.00","0.00","0.00"
"m93949643682","2020-05-15","","2020-05-18","Brand new too faced peach palette","Completed","Ohio","California","13.00","3.49","0.00","1.30","0.00","0.00","0.00","11.70","1.32","0.00","0.00","0.00","0.00"
"m27192380816","2020-05-13","","2020-05-21","Dior Forever Foundation Shade 022","Completed","Kentucky","California","15.00","4.60","0.00","1.50","0.00","0.00","0.00","13.50","1.18","0.00","0.00","0.00","0.00"
"m46624826584","2020-05-16","","2020-05-21","Charlotte Tilbury Flawless Filter 2","Completed","North Carolina","California","28.00","4.60","0.00","2.80","0.00","0.00","0.00","25.20","2.28","0.00","0.00","0.00","0.00"
"m51235766455","2020-05-15","","2020-05-22","UPDATED! Gucci Bloom Parfum Perfume Set","Completed","Ohio","California","76.00","9.99","0.00","7.60","0.00","0.00","0.00","68.40","6.45","0.00","0.00","0.00","0.00"
"m98393086870","2020-05-19","","2020-05-22","Huda Beauty Nude Medium Pallet","Completed","California","California","24.00","3.49","0.00","2.40","0.00","0.00","0.00","21.60","1.86","0.00","0.00","0.00","0.00"
"m15136851161","2020-05-17","","2020-05-24","Vtg Mary Engelbreit Pink Picture Frame","Completed","California","California","13.00","4.99","0.00","1.30","0.00","0.00","0.00","11.70","1.33","0.00","0.00","0.00","0.00"
"m92287254983","2020-05-22","","2020-05-26","Origins Ginger Essence Fragrance","Completed","Missouri","California","26.00","0.00","4.60","2.60","0.00","0.00","0.00","18.80","0.00","0.00","0.00","0.00","0.00"
"m76280046541","2020-05-23","","2020-05-27","DC and PUR Eye Shadow Bundle NIB","Completed","Alabama","California","20.00","4.99","0.00","2.00","0.00","0.00","0.00","18.00","1.60","0.00","0.00","0.00","0.00"
"m98590006867","2020-05-22","","2020-05-28","Guess Floral/Bird Handbag Like New","Completed","California","California","40.00","0.00","9.99","4.00","0.00","0.00","0.00","26.01","3.20","0.00","0.00","0.00","0.00"
"m87187597755","2020-05-24","","2020-05-29","Gucci Tokyo Milk Mini Coffret Bundle","Completed","Florida","California","18.00","3.49","0.00","1.80","0.00","0.00","0.00","16.20","0.00","0.00","0.00","0.00","0.00"
"m35470378063","2020-05-25","","2020-05-29","Tat brow dark brown NIB","Completed","Illinois","California","12.00","3.49","0.00","1.20","0.00","0.00","0.00","10.80","0.97","0.00","0.00","0.00","0.00"
"m43275159853","2020-05-24","","2020-05-29","*NEW*Anthropogie Coconut Sugar","Completed","Texas","California","24.00","3.49","0.00","2.40","0.00","0.00","0.00","21.60","2.27","0.00","0.00","0.00","0.00"
"m39585406037","2020-05-26","","2020-05-30","COACH Black Signature Crossbody","Completed","New Jersey","California","45.00","4.60","0.00","4.50","0.00","0.00","0.00","40.50","3.29","0.00","0.00","0.00","0.00"
"m38955423246","2020-05-26","","2020-05-31","Star Wars The Force Unleashed Xbox 360","Completed","Florida","California","32.00","4.99","0.00","3.20","0.00","0.00","0.00","28.80","0.00","0.00","0.00","0.00","0.00"
"m92877912931","2020-05-27","","2020-05-31","Marc Jacobs Eye-Conic Eye Shadow Palette","Completed","Minnesota","California","23.00","4.60","0.00","2.30","0.00","0.00","0.00","20.70","2.04","0.00","0.00","0.00","0.00"
"m91880123780","2020-05-24","","2020-06-01","Madison Reed Hair Color Kit Lt Brown","Completed","New Jersey","California","20.00","4.99","0.00","2.00","0.00","0.00","0.00","18.00","1.66","0.00","0.00","0.00","0.00"
"m27180654432","2020-05-24","","2020-06-01","Oribe Blowout Heat Styling Spray","Completed","Washington","California","26.00","4.60","0.00","2.60","0.00","0.00","0.00","23.40","2.63","0.00","0.00","0.00","0.00"
"m23103723947","2020-05-27","","2020-06-02","Bundle Reserved For Laura","Completed","Washington","California","135.00","9.99","0.00","13.50","0.00","0.00","0.00","121.50","12.47","0.00","0.00","0.00","0.00"
"m93820510803","2020-05-27","","2020-06-02","Clinique Even Better Foundation","Completed","Virginia","California","12.00","3.49","0.00","1.20","0.00","0.00","0.00","10.80","0.64","0.00","0.00","0.00","0.00"
"m97329607306","2020-05-28","","2020-06-04","Aveda Nutriplenish Leave-In Conditioner","Completed","Maine","California","20.00","4.60","0.00","2.00","0.00","0.00","0.00","18.00","1.10","0.00","0.00","0.00","0.00"
"m30296070704","2020-05-28","","2020-06-04","Huda Beauty Mercury Retrograde","Completed","Michigan","California","49.00","4.60","0.00","4.90","0.00","0.00","0.00","44.10","3.22","0.00","0.00","0.00","0.00"
"m83280436790","2020-06-02","","2020-06-06","Soma Enbliss Wireless Bra Bundle","Completed","Florida","California","40.00","4.99","0.00","4.00","0.00","0.00","0.00","36.00","0.00","0.00","0.00","0.00","0.00"
"m26521608962","2020-05-28","","2020-06-06","Ted Baker Camilia Citrus Card Holder","Completed","California","California","25.00","3.49","0.00","2.50","0.00","0.00","0.00","22.50","2.38","0.00","0.00","0.00","0.00"
"m41282321216","2020-06-03","","2020-06-06","Moon and star hair clip set","Completed","Ohio","California","19.00","0.00","3.49","1.90","0.00","0.00","0.00","13.61","1.33","0.00","0.00","0.00","0.00"
"m85530544938","2020-06-06","","2020-06-09","Saje Road to Wellnes Car Diffuser","Completed","California","California","12.00","3.49","0.00","1.20","0.00","0.00","0.00","10.80","0.93","0.00","0.00","0.00","0.00"
"m61988336949","2020-06-04","","2020-06-09","La Mer Essentials Travel Set","Completed","Washington","California","46.00","0.00","3.49","4.60","0.00","0.00","0.00","37.91","4.28","0.00","0.00","0.00","0.00"
"m20937219362","2020-06-04","","2020-06-10","Tocca Colette Eau De Parfum","Completed","Indiana","California","21.00","0.00","3.49","2.10","0.00","0.00","0.00","15.41","1.47","0.00","0.00","0.00","0.00"
"m98879153558","2020-06-06","","2020-06-10","Gucci Bloom Acqua di Fiori Rollerball","Completed","Texas","California","18.00","3.49","0.00","1.80","0.00","0.00","0.00","16.20","1.45","0.00","0.00","0.00","0.00"
"m66162476131","2020-06-08","","2020-06-11","Coach x Disney Men's wallet","Completed","Texas","California","80.00","4.60","0.00","8.00","0.00","0.00","0.00","72.00","6.98","0.00","0.00","0.00","0.00"
"m80174535401","2020-06-04","","2020-06-12","True Religion Jeans Men 30","Completed","Minnesota","California","55.00","0.00","9.99","5.50","0.00","0.00","0.00","39.51","0.00","0.00","0.00","0.00","0.00"
"m88726703716","2020-06-07","","2020-06-12","WW Healthy Kitchen Best of Pasta","Completed","Ohio","California","6.00","3.49","0.00","0.60","0.00","0.00","0.00","5.40","0.66","0.00","0.00","0.00","0.00"
"m12847012134","2020-06-07","","2020-06-12","Victoria Secret Dream Angel Perfume 2.5","Completed","Arkansas","California","30.00","4.99","0.00","3.00","0.00","0.00","0.00","27.00","3.41","0.00","0.00","0.00","0.00"
"m59768274254","2020-06-09","","2020-06-14","Colourpop Palette Bundle + Eye Serum","Completed","Indiana","California","35.00","4.99","0.00","3.50","0.00","0.00","0.00","31.50","2.80","0.00","0.00","0.00","0.00"
"m32687763032","2020-06-08","","2020-06-14","Allure  Beauty Box - May 2020 ($177)","Completed","Michigan","California","20.00","4.60","0.00","2.00","0.00","0.00","0.00","18.00","1.48","0.00","0.00","0.00","0.00"
"m22245409968","2020-06-11","","2020-06-15","Rae Dunn Feed Me Bowl","Completed","Wisconsin","California","12.00","4.99","0.00","1.20","0.00","0.00","0.00","10.80","0.85","0.00","0.00","0.00","0.00"
"m49503933573","2020-06-11","","2020-06-15","Red Natori Feathers Bra","Completed","South Carolina","California","20.00","3.49","0.00","2.00","0.00","0.00","0.00","18.00","2.11","0.00","0.00","0.00","0.00"
"m22404910749","2020-06-08","","2020-06-15","Soma 36D Vanishing Back Bra","Completed","New Mexico","California","18.00","4.60","0.00","1.80","0.00","0.00","0.00","16.20","1.89","0.00","0.00","0.00","0.00"
"m66396649355","2020-06-13","","2020-06-16","SKIMS Shapewear S/M","Completed","California","California","31.00","3.49","0.00","3.10","0.00","0.00","0.00","27.90","2.71","0.00","0.00","0.00","0.00"
"m69570633020","2020-06-08","","2020-06-16","Rae Dunn Mixing Bowls","Completed","Alabama","California","37.00","13.00","0.00","3.70","0.00","0.00","0.00","33.30","2.96","0.00","0.00","0.00","0.00"
"m55570293651","2020-06-01","","2020-06-16","WW Journal and Exercise Band","Completed","Tennessee","California","15.00","0.00","0.00","1.50","0.00","0.00","0.00","13.50","0.00","0.00","0.00","0.00","0.00"
"m40421068170","2020-06-07","","2020-06-16","COACH Edie 31 Floral Leather Satchel","Completed","Illinois","California","128.00","9.55","0.00","12.80","0.00","0.00","0.00","115.20","8.60","0.00","0.00","0.00","0.00"
"m30438419659","2020-06-13","","2020-06-16","Milk Makeup Cooling Water Depuffing Stic","Completed","Illinois","California","8.00","3.49","0.00","0.80","0.00","0.00","0.00","7.20","0.72","0.00","0.00","0.00","0.00"
"m19686738437","2020-06-15","","2020-06-17","Cacharel Yes I Am 30ml New","Completed","California","California","22.00","4.99","0.00","2.20","0.00","0.00","0.00","19.80","1.71","0.00","0.00","0.00","0.00"
"m78196454391","2020-06-07","","2020-06-18","Rae Dunn MEOW and PURR Pet Food Bowl set","Completed","Indiana","California","24.00","9.99","0.00","2.40","0.00","0.00","0.00","21.60","2.38","0.00","0.00","0.00","0.00"
"m71474656284","2020-06-14","","2020-06-18","Nurse Jamie NuLips Rx Lip Balm + Brush","Completed","California","California","20.00","3.49","0.00","2.00","0.00","0.00","0.00","18.00","2.10","0.00","0.00","0.00","0.00"
"m15943148349","2020-06-08","","2020-06-18","Rae Dunn 8"" EAT DRINK Dog Bowls","Completed","South Carolina","California","45.00","12.50","0.00","4.50","0.00","0.00","0.00","40.50","4.03","0.00","0.00","0.00","0.00"
"m94110233965","2020-06-15","","2020-06-18","Tatcha Deep Cleanse & Water Cream","Completed","Tennessee","California","20.00","3.49","0.00","2.00","0.00","0.00","0.00","18.00","0.00","0.00","0.00","0.00","0.00"
"m37511108255","2020-06-05","","2020-06-19","True Religion Jeans Men 30","Completed","Minnesota","California","48.00","9.99","0.00","4.80","0.00","0.00","0.00","43.20","0.00","0.00","0.00","0.00","0.00"
"m88843925634","2020-06-11","","2020-06-19","Rae Dunn Black ""ENJOY" Platter","Completed","Indiana","California","30.00","12.50","0.00","3.00","0.00","0.00","0.00","27.00","2.98","0.00","0.00","0.00","0.00"
"m88399525046","2020-06-15","","2020-06-20","Jo Malone Wood Sage & Sea Salt Cologne","Completed","California","California","21.00","3.49","0.00","2.10","0.00","0.00","0.00","18.90","1.63","0.00","0.00","0.00","0.00"
"m65867035758","2020-06-16","","2020-06-20","Morphe Just a Crush morphe 9j","Completed","Virginia","California","14.00","4.60","0.00","1.40","0.00","0.00","0.00","12.60","0.84","0.00","0.00","0.00","0.00"
"m22712566554","2020-06-13","","2020-06-20","rae dunn black silverware cutlery","Completed","Kansas","California","26.00","9.99","0.00","2.60","0.00","0.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00"
"m67550787424","2020-06-17","","2020-06-20","Bundle for Chevy Lady","Completed","Kentucky","California","30.00","4.99","0.00","3.00","0.00","0.00","0.00","27.00","2.10","0.00","0.00","0.00","0.00"
"m17679856080","2020-06-16","","2020-06-20","Colourpop lilac you alot","Completed","North Carolina","California","20.00","4.60","0.00","2.00","0.00","0.00","0.00","18.00","1.72","0.00","0.00","0.00","0.00"
"m68001427867","2020-06-14","","2020-06-21","Ted Baker Opulent Crush Body Spray","Completed","Florida","California","18.00","0.00","3.49","1.80","0.00","0.00","0.00","12.71","0.00","0.00","0.00","0.00","0.00"
"m20973190399","2020-06-13","","2020-06-23","Rae Dunn Serving Spoons (set of 2)","Completed","Texas","California","30.00","9.99","0.00","3.00","0.00","0.00","0.00","27.00","2.70","0.00","0.00","0.00","0.00"
"m39206249872","2020-06-18","","2020-06-24","Rae Dunn Dog XL Gulp Bowl","Completed","Wisconsin","California","20.00","9.99","0.00","2.00","0.00","0.00","0.00","18.00","1.65","0.00","0.00","0.00","0.00"
"m19008141009","2020-06-20","","2020-06-24","Huda Beauty Nude Light Pallet","Completed","California","California","21.00","3.49","0.00","2.10","0.00","0.00","0.00","18.90","1.63","0.00","0.00","0.00","0.00"
"m43075408650","2020-06-21","","2020-06-25","Tarte Sizzle Eyeshadow Pallete","Completed","Kentucky","California","12.00","4.60","0.00","1.20","0.00","0.00","0.00","10.80","1.00","0.00","0.00","0.00","0.00"
"m28665137828","2020-06-21","","2020-06-28","Ted Baker Handbags","Completed","California","California","69.00","9.99","0.00","6.90","0.00","0.00","0.00","62.10","6.56","0.00","0.00","0.00","0.00"
"m83565159932","2020-06-21","","2020-06-30","Rae Dunn Mug Set","Completed","Florida","California","24.00","9.99","0.00","2.40","0.00","0.00","0.00","21.60","0.00","0.00","0.00","0.00","0.00"
"m98029736732","2020-06-26","","2020-06-30","Rae Dunn Rewards Canister","Completed","California","California","20.00","9.99","0.00","2.00","0.00","0.00","0.00","18.00","1.60","0.00","0.00","0.00","0.00"
"m16931901879","2020-06-19","","2020-07-01","Rae Dunn ""The Boss" Dog Bowl","Completed","Pennsylvania","California","15.00","9.99","0.00","1.50","0.00","0.00","0.00","13.50","2.00","0.00","0.00","0.00","0.00"
"m51884717850","2020-06-24","","2020-07-01","Dior Diorshow Mini Mascara Bundle","Completed","Michigan","California","21.00","3.49","0.00","2.10","0.00","0.00","0.00","18.90","1.47","0.00","0.00","0.00","0.00"
"m76073069154","2020-06-26","","2020-07-02","Morphe Blush Palette","Completed","Washington","California","18.00","4.60","0.00","1.80","0.00","0.00","0.00","16.20","2.28","0.00","0.00","0.00","0.00"
"m47329091645","2020-06-30","","2020-07-06","Rae Dunn Cat Dish","Completed","Texas","California","8.00","4.99","0.00","0.80","0.00","0.00","0.00","7.20","0.88","0.00","0.00","0.00","0.00"
"m15504500996","2020-07-02","","2020-07-06","StriVectin Tightening Neck Cream Plus","Completed","California","California","22.00","3.49","0.00","2.20","0.00","0.00","0.00","19.80","1.71","0.00","0.00","0.00","0.00"
"m15173429982","2020-06-28","","2020-07-07","Babyliss Pro Curling Iron","Completed","Florida","California","24.00","9.99","0.00","2.40","0.00","0.00","0.00","21.60","0.00","0.00","0.00","0.00","0.00"
